STOFF_ID;Stoff_Typ;Name_Botanisch_INCI;Name_DE;Name_EN;Status;Herkunft_Region;Wissen_Tradition;Familie_Botanisch_Tags;Pflanzenteil_Tags;Gewinnung_Tags;Form_Beschaffenheit;Sensorik_Tags;Chemie_Leitsubstanzen;Harmoniert_Mit_Tags;Sicherheit_Kontraindikation;Labels_Qualitaet;Lagerung;Haltbarkeit_Monate;Lieferant_Haupt;Lieferant_ArtNr;Einkaufspreis_Netto;Waehrung;Gebinde_Groesse;Mengeneinheit;Mindestbestand;Zolltarifnummer;Bio_Kontrollstelle;Anwendung_Dosierung;Tipps_Substitution;Platzhalter_Illu;Illu_Prompt_Positiv;Illu_Prompt_Negativ;Illu_Style;Gemini_Comment;Gemini_Comment2;Old_ID_Ref
STOFF-TEA-000013;Tee;Camellia sinensis;Huang Shan Mao Feng;Yellow Mountain Mao Feng;Fertig;China > Anhui;Berühmter Bergtee, elegant und floral.;Theaceae;Blatt;Pfannenröstung;feine Blätter;floral|weich|frisch;Catechine;Leichte Küche;Koffeinhaltig;;Trocken;18;;;;;;09024000;;2 g mit 80 °C, 2 min;Mao Feng;STOFF-TEA-000013;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000013;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000013, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000014;Tee;Camellia sinensis;Gunpowder;Gunpowder Green Tea;Fertig;China;Kugelig gerollter Grüntee, kräftig.;Theaceae;Blatt;Rollung|Trocknung;Kugeln;kräftig|herb|rauchig;Catechine;Minze|Zucker;Koffeinhaltig;;Trocken;24;;;;;;09024000;;2–3 g mit 80 °C, 2–3 min;Chun Mee;STOFF-TEA-000014;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000014;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000014, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000015;Tee;Camellia sinensis;Chun Mee;Chun Mee;Fertig;China;Augenbrauenförmiger Grüntee, leicht säuerlich.;Theaceae;Blatt;Pfannenröstung;gebogene Blätter;frisch|leicht-säuerlich|grün;Catechine;Reis|Gemüse;Koffeinhaltig;;Trocken;24;;;;;;09024000;;2 g mit 80 °C, 2 min;Gunpowder;STOFF-TEA-000015;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000015;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000015, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000016;Tee;Camellia sinensis;White Peony (Bai Mu Dan);White Peony;Fertig;China > Fujian;Milder weißer Tee mit Knospen und Blättern.;Theaceae;Knospe|Blatt;Welken|Trocknung;große Blätter;weich|süß|floral;Polyphenole;Obst|Desserts;Gering koffeinhaltig;;Trocken;24;;;;;;09024000;;3 g mit 80 °C, 3–4 min;Silver Needle;STOFF-TEA-000016;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000016;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000016, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000017;Tee;Camellia sinensis;Silver Needle (Bai Hao Yin Zhen);Silver Needle;Fertig;China > Fujian;Reiner Knospentee, sehr fein.;Theaceae;Knospe;Welken|Trocknung;Silberne Nadeln;zart|süß|floral;Polyphenole;Pur;Gering koffeinhaltig;;Trocken;24;;;;;;09024000;;2–3 g mit 75–80 °C, 3 min;White Peony;STOFF-TEA-000017;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000017;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000017, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000018;Tee;Camellia sinensis;Darjeeling First Flush;Darjeeling First Flush;Fertig;Indien > Darjeeling;Frühjahrs-Ernte, frisch und blumig.;Theaceae;Blatt;Oxidation (leicht)|Trocknung;Blätter;blumig|frisch|muskatellig;Terpene;Leichte Speisen;Koffeinhaltig;;Trocken;18;;;;;;09024000;;2 g mit 85 °C, 2–3 min;Darjeeling Second Flush;STOFF-TEA-000018;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000018;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000018, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000019;Tee;Camellia sinensis;Darjeeling Second Flush;Darjeeling Second Flush;Fertig;Indien > Darjeeling;Sommerernte mit kräftigem Muskatellton.;Theaceae;Blatt;Oxidation|Trocknung;Blätter;kräftig|muskatellig;Polyphenole;Gebäck;Koffeinhaltig;;Trocken;18;;;;;;09024000;;2 g mit 90 °C, 3 min;Assam;STOFF-TEA-000019;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000019;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000019, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000020;Tee;Camellia sinensis;Assam CTC;Assam Black Tea;Fertig;Indien > Assam;Kräftiger Schwarztee, oft für Frühstückstee.;Theaceae;Blatt;CTC-Verfahren;Granulat;malzig|kräftig;Theaflavine;Milch|Zucker;Koffeinhaltig;;Trocken;24;;;;;;09024000;;2–3 g mit 95 °C, 3–4 min;Ceylon;STOFF-TEA-000020;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000020;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000020, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000021;Tee;Camellia sinensis;Ceylon OP;Ceylon Orange Pekoe;Fertig;Sri Lanka;Klassischer Schwarztee mit klarer Struktur, koloniale Teetradition.;Theaceae;Blatt;Oxidation|Trocknung;lange Blätter;klar|frisch|leicht-herb;Theaflavine|Thearubigine;Zitrone|Gebäck;Koffeinhaltig;;Trocken;24;;;;;;09024000;;2–3 g mit 95 °C, 3 min;Assam;STOFF-TEA-000021;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000021;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000021, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000022;Tee;Camellia sinensis;Keemun;Keemun Black Tea;Fertig;China > Anhui;Feiner chinesischer Schwarztee mit Weinnoten.;Theaceae;Blatt;Oxidation|Trocknung;feine Blätter;weich|weinartig|kakao;Theaflavine;Schokolade|Desserts;Koffeinhaltig;;Trocken;24;;;;;;09024000;;2 g mit 90–95 °C, 3 min;Yunnan;STOFF-TEA-000022;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000022;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000022, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000023;Tee;Camellia sinensis;Yunnan Gold;Yunnan Golden Tips;Fertig;China > Yunnan;Schwarztee mit goldenen Blattspitzen, malzig-süß.;Theaceae;Knospe|Blatt;Oxidation;Tips;malzig|honig|warm;Polyphenole;Milch|Gebäck;Koffeinhaltig;;Trocken;24;;;;;;09024000;;2 g mit 95 °C, 3 min;Assam;STOFF-TEA-000023;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000023;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000023, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000024;Tee;Camellia sinensis;Lapsang Souchong;Lapsang Souchong;Fertig;China > Fujian;Über Kiefernholz geräucherter Schwarztee.;Theaceae;Blatt;Räucherung|Oxidation;Blätter;rauchig|harzig|kräftig;Phenole;Herzhaftes|Käse;Koffeinhaltig;;Trocken;24;;;;;;09024000;;2 g mit 95 °C, 3 min;Keemun;STOFF-TEA-000024;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000024;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000024, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000025;Tee;Camellia sinensis;Pu Erh (Sheng);Raw Pu-erh;Fertig;China > Yunnan;Traditionell fermentierter Tee, reifend.;Theaceae;Blatt;Fermentation;Kuchen|Blätter;erdig|frisch|herb;Mikrobielle Metabolite;Fette Speisen;Koffeinhaltig;;Trocken;60;;;;;;09024000;;3 g mit 95 °C, kurz spülen, mehrfach aufgießen;Shou Pu Erh;STOFF-TEA-000025;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000025;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000025, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000026;Tee;Camellia sinensis;Pu Erh (Shou);Ripe Pu-erh;Fertig;China > Yunnan;Beschleunigt fermentierter Pu Erh.;Theaceae;Blatt;Fermentation;Kuchen|Bruch;erdig|dunkel|weich;Mikrobielle Metabolite;Deftige Küche;Koffeinhaltig;;Trocken;60;;;;;;09024000;;3 g mit 95 °C, 2–3 min;Sheng Pu Erh;STOFF-TEA-000026;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000026;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000026, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000027;Tee;Camellia sinensis;Tie Guan Yin;Iron Goddess of Mercy;Fertig;China > Fujian;Oolong mit floraler Tiefe.;Theaceae;Blatt;Teiloxidation;gerollte Blätter;blumig|cremig;Linalool;Asiatische Küche;Koffeinhaltig;;Trocken;24;;;;;;09024000;;2–3 g mit 90 °C, mehrere Aufgüsse;High Mountain Oolong;STOFF-TEA-000027;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000027;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000027, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000028;Tee;Camellia sinensis;Da Hong Pao;Big Red Robe;Fertig;China > Wuyi;Mineralischer Felsentee (Oolong).;Theaceae;Blatt;Teiloxidation|Röstung;gedrehte Blätter;mineralisch|röstig;Polyphenole;Herzhafte Speisen;Koffeinhaltig;;Trocken;36;;;;;;09024000;;2 g mit 95 °C, mehrfach aufgießen;Wuyi Oolong;STOFF-TEA-000028;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000028;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000028, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000029;Tee;Camellia sinensis;Milk Oolong;Milk Oolong;Fertig;China|Taiwan;Cremiger Oolong mit milchiger Note.;Theaceae;Blatt;Teiloxidation;gerollt;cremig|weich|buttrig;Lactone;Desserts;Koffeinhaltig;;Trocken;24;;;;;;09024000;;2 g mit 90 °C, 2–3 min;Tie Guan Yin;STOFF-TEA-000029;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000029;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000029, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000030;Tee;Camellia sinensis;Genmaicha;Genmaicha;Fertig;Japan;Grüntee mit geröstetem Reis, Alltagsklassiker.;Theaceae;Blatt;Dämpfung|Röstung;Blätter|Reiskörner;nussig|röstig|mild;Catechine;Herzhaftes;Koffeinhaltig;;Trocken;24;;;;;;09024000;;3 g mit 80 °C, 2 min;Sencha;STOFF-TEA-000030;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000030;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000030, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000031;Tee;Camellia sinensis;Sencha;Sencha Green Tea;Fertig;Japan;Alltagsgrüntee Japans, gedämpft, klar und frisch.;Theaceae;Blatt;Dämpfung|Trocknung;Nadelförmige Blätter;grasig|frisch|umami;Catechine|L-Theanin;Fisch|Reisgerichte;Koffeinhaltig;;Trocken;24;;;;;;09021000;;2 g mit 70–80 °C, 1–2 min;Bancha;STOFF-TEA-000031;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000031;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000031, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000032;Tee;Camellia sinensis;Gyokuro;Gyokuro;Fertig;Japan;Beschatteter Spitzentee mit starkem Umami.;Theaceae;Blatt;Beschattung|Dämpfung;feine Nadeln;umami|süß|tief;L-Theanin|Aminosäuren;Japanische Küche;Koffeinhaltig;;Trocken;24;;;;;;09021000;;2 g mit 50–60 °C, 2 min;Kabusecha;STOFF-TEA-000032;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000032;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000032, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000033;Tee;Camellia sinensis;Matcha;Matcha;Fertig;Japan;Pulverisierter Grüntee für Teezeremonien.;Theaceae;Blatt;Beschattung|Vermahlung;feines Pulver;grasig|cremig|umami;Catechine|Chlorophyll;Süßspeisen|Ritual;Koffeinhaltig;;Lichtgeschützt;12;;;;;;09021000;;1–2 g mit 70 °C aufschlagen;Gyokuro;STOFF-TEA-000033;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000033;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000033, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000034;Tee;Camellia sinensis;Hojicha;Hojicha;Fertig;Japan;Gerösteter Grüntee, koffeinarm.;Theaceae;Blatt|Stängel;Röstung;braune Blätter;röstig|nussig|mild;Pyrazine;Abendtee;Koffeinarm;;Trocken;24;;;;;;09021000;;3 g mit 90 °C, 2–3 min;Bancha;STOFF-TEA-000034;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000034;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000034, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000035;Tee;Camellia sinensis;Bancha;Bancha;Fertig;Japan;Später geernteter Grüntee, mild.;Theaceae;Blatt;Dämpfung;grobe Blätter;herb|grasig|mild;Catechine;Alltag;Koffeinarm;;Trocken;24;;;;;;09021000;;3 g mit 80 °C, 2 min;Sencha;STOFF-TEA-000035;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000035;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000035, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000036;Infusion;Mentha × piperita;Pfefferminze;Peppermint;Fertig;Europa|Nordafrika;Verdauungsfördernde Kräuterinfusion.;Lamiaceae;Blatt;Trocknung;geschnitten;frisch|mentholig|kühl;Menthol|Menthone;Schokolade|Zitrus;Nicht bei Säuglingen;;Trocken;24;;;;;;12119086;;2 g mit 95 °C, 5–7 min;Spearmint;STOFF-TEA-000036;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000036;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000036, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000037;Infusion;Matricaria chamomilla;Kamille;Chamomile;Fertig;Europa;Beruhigende Blüteninfusion.;Asteraceae;Blüte;Trocknung;ganze Blüten;blumig|mild|honig;Apigenin;Abend;Allergie bei Korbblütlern;;Trocken;24;;;;;;12119086;;2 g mit 95 °C, 5–8 min;Melisse;STOFF-TEA-000037;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000037;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000037, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000038;Infusion;Melissa officinalis;Melisse;Lemon Balm;Fertig;Europa;Zitronig-frische Nervenpflanze.;Lamiaceae;Blatt;Trocknung;geschnitten;zitronig|frisch|mild;Citral;Abend;—;;Trocken;24;;;;;;12119086;;2 g mit 95 °C, 5 min;Zitronenverbene;STOFF-TEA-000038;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000038;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000038, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000039;Infusion;Aspalathus linearis;Rooibos;Rooibos;Fertig;Südafrika;Koffeinfreie Volksinfusion.;Fabaceae;Nadelblatt;Fermentation|Trocknung;fein geschnitten;malzig|süß|warm;Aspalathin;Vanille|Milch;—;;Trocken;36;;;;;;12119086;;2 g mit 95 °C, 5–8 min;Honeybush;STOFF-TEA-000039;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000039;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000039, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000040;Infusion;Cyclopia intermedia;Honeybush;Honeybush;Fertig;Südafrika;Süßliche Rooibos-Alternative.;Fabaceae;Blatt|Stängel;Fermentation;geschnitten;honig|weich|warm;Flavonoide;Desserts;—;;Trocken;36;;;;;;12119086;;2 g mit 95 °C, 5–8 min;Rooibos;STOFF-TEA-000040;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000040;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000040, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000041;Infusion;Zingiber officinale;Ingwerwurzel;Ginger Root;Fertig;Südostasien;Wärmende Wurzelinfusion, traditionell in Ayurveda & TCM.;Zingiberaceae;Rhizom;Trocknung|Schnitt;Scheiben|Stücke;scharf|warm|zitronig;Gingerole|Shogaole;Zitrone|Honig;Bei empfindlichem Magen moderat;;Trocken;36;;;;;;12119086;;2–3 g mit 95 °C, 8–10 min;Galangal;STOFF-TEA-000041;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000041;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000041, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000042;Infusion;Curcuma longa;Kurkumawurzel;Turmeric Root;Fertig;Indien;Entzündungshemmende Goldwurzel, klassisch ayurvedisch.;Zingiberaceae;Rhizom;Trocknung|Schnitt;Scheiben|Pulver;erdig|warm|bitter;Curcumin;Ingwer|Pfeffer;Galle anregend;;Trocken;36;;;;;;12119086;;2 g mit 95 °C, 10 min;Ingwer;STOFF-TEA-000042;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000042;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000042, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
STOFF-TEA-000043;Infusion;Ocimum tenuiflorum;Tulsi (Heiliges Basilikum);Holy Basil;Fertig;Indien;Adaptogene Pflanze im Ayurveda.;Lamiaceae;Blatt;Trocknung;geschnitten;würzig|warm|kräutrig;Eugenol;Ingwer|Zimt;Schwangerschaft vorsichtig;;Trocken;24;;;;;;12119086;;2 g mit 95 °C, 5–7 min;Basilikum;STOFF-TEA-000043;;;;;;;;";" | 20% white border, studio macro lighting, natural color accuracy, high texture fidelity, no text overlay, square 1:1, ultra‑realistic, seed=locked, aspect_ratio=1:1, runner_tag=TEA_CRY_MASTER;STOFF-TEA-000043;Ultrarealistisches Studiofoto des Stoffes STOFF-TEA-000043, natürliche Textur, klare Struktur, hochwertige Materialdarstellung, weiches diffuses Licht, 8k, 20% Weißrand;kein Text|keine Verpackung|keine Hände|keine Marken|kein Wasserzeichen;Foto
